marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s3906p45999	s3906p45999	7	9.820902	intron_variant	b1_b1_g42941	1.59057896686642	high
s1297p27962	s1297p27962	7	9.86296	intron_variant	b1_b1_g42941	1.59057896686642	high
s1297p78484	s1297p78484	7	9.913617	intron_variant	b1_b1_g42941	1.59057896686642	high
s3203p65790	s3203p65790	7	10.040081	intron_variant	b1_b1_g42941	1.59057896686642	high
s3203p55197	s3203p55197	7	10.050674	upstream_gene_variant	b1_b1_g42941	1.59057896686642	high
s3203p41052	s3203p41052	7	10.064807	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_9817507_10052515-GENE_ScYP8k34HRSCAF13ch7_10209771_10211330	1.59057896686642	high
s3203p32588	s3203p32588	7	10.073271	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_9817507_10052515-GENE_ScYP8k34HRSCAF13ch7_10209771_10211330	1.59057896686642	high
s3203p22421	s3203p22421	7	10.083398	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_9817507_10052515-GENE_ScYP8k34HRSCAF13ch7_10209771_10211330	1.59057896686642	high
s2118p109102	s2118p109102	7	10.25995	intron_variant	b1_b1_g42947	1.59057896686642	high
s901p219817	s901p219817	7	10.401917	intron_variant	b1_b1_g42949	1.59057896686642	high
s873p110287	s873p110287	7	10.830142	intron_variant	b1_b1_g42953	1.46570408808064	high
s1049p83652	s1049p83652	7	11.123797	intron_variant	b1_b1_g42961	1.46570408808064	high
s396p1221	s396p1221	7	11.275177	intron_variant	b1_b1_g42965	1.46570408808064	high
s396p4681	s396p4681	7	11.278637	missense_variant	b1_b1_g42965	1.46570408808064	high
s396p113884	s396p113884	7	11.3877	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_11305488_11349136-GENE_ScYP8k34HRSCAF13ch7_11397055_11400710	1.46570408808064	high
s396p420591	s396p420591	7	11.691856	downstream_gene_variant	b1_b1_g42984	1.55920659095228	high
s265p33105	s265p33105	7	11.735511	synonymous_variant	b1_b1_g42987	1.55920659095228	high
s265p75470	s265p75470	7	11.777814	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_11718786_11746407-GENE_ScYP8k34HRSCAF13ch7_11800961_11809973	1.55920659095228	high
s265p101293	s265p101293	7	11.801611	missense_variant	b1_b1_g42988	1.55920659095228	high
s265p224556	s265p224556	7	11.924715	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_11872307_11878425-GENE_ScYP8k34HRSCAF13ch7_12022512_12024000	1.55920659095228	high
s265p332591	s265p332591	7	12.031625	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_12022512_12024000-GENE_ScYP8k34HRSCAF13ch7_12219505_12243635	1.55920659095228	high
s808p24572	s808p24572	7	12.292056	downstream_gene_variant	b1_b1_g43008	1.55920659095228	high
s808p262537	s808p262537	7	12.530215	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_12515371_12516772-GENE_ScYP8k34HRSCAF13ch7_12551527_12552477	1.77260446654452	high
s3249p50929	s3249p50929	7	12.612391	intron_variant	b1_b1_g43016	1.77260446654452	high
s3249p40086	s3249p40086	7	12.623091	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_12580840_12616504-GENE_ScYP8k34HRSCAF13ch7_12630449_12638187	1.77260446654452	high
s3249p23704	s3249p23704	7	12.639778	downstream_gene_variant	b1_b1_g43017	1.77260446654452	high
s4710p26022	s4710p26022	7	13.160581	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_12953308_12962360-GENE_ScYP8k34HRSCAF13ch7_13227309_13232152	1.77260446654452	high
s619p250555	s619p250555	7	13.274546	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_13248601_13252865-GENE_ScYP8k34HRSCAF13ch7_13372268_13381634	1.77260446654452	high
s619p245546	s619p245546	7	13.279555	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_13248601_13252865-GENE_ScYP8k34HRSCAF13ch7_13372268_13381634	1.77260446654452	high
s3010p32819	s3010p32819	7	13.980163	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_13913258_13941765-GENE_ScYP8k34HRSCAF13ch7_14138945_14139336	0.922807683605813	low
s2165p7369	s2165p7369	7	14.025582	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_13913258_13941765-GENE_ScYP8k34HRSCAF13ch7_14138945_14139336	0.922807683605813	low
s1420p62170	s1420p62170	7	14.253423	intron_variant	b1_b1_g43033	0.922807683605813	low
s2494p92582	s2494p92582	7	14.593943	intron_variant	b1_b1_g43045	1.25262826713723	high
s2494p103045	s2494p103045	7	14.604406	upstream_gene_variant	b1_b1_g43045	1.25262826713723	high
s2494p103187	s2494p103187	7	14.604548	upstream_gene_variant	b1_b1_g43045	1.25262826713723	high
s870p27576	s870p27576	7	14.67477	upstream_gene_variant	b1_b1_g43049	1.25262826713723	high
s870p99531	s870p99531	7	14.751168	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_14723074_14725350-GENE_ScYP8k34HRSCAF13ch7_14756649_14758348	1.25262826713723	high
s870p165869	s870p165869	7	14.817409	upstream_gene_variant	b2_b2_g6220	1.25262826713723	high
s870p168578	s870p168578	7	14.820136	upstream_gene_variant	b2_b2_g6220	1.25262826713723	high
s870p175290	s870p175290	7	14.826802	intron_variant	b1_b1_g43058	1.25262826713723	high
s870p250542	s870p250542	7	14.902419	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_14844554_14850181-GENE_ScYP8k34HRSCAF13ch7_15051099_15051519	1.25262826713723	high
s4560p29148	s4560p29148	7	14.944048	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_14844554_14850181-GENE_ScYP8k34HRSCAF13ch7_15051099_15051519	1.25262826713723	high
s333p78290	s333p78290	7	15.042657	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_14844554_14850181-GENE_ScYP8k34HRSCAF13ch7_15051099_15051519	1.25262826713723	high
s333p78766	s333p78766	7	15.043133	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_14844554_14850181-GENE_ScYP8k34HRSCAF13ch7_15051099_15051519	1.25262826713723	high
s333p85722	s333p85722	7	15.050024	downstream_gene_variant	b1_b1_g43062	1.25262826713723	high
s333p462625	s333p462625	7	15.426015	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s333p463104	s333p463104	7	15.426494	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s333p464501	s333p464501	7	15.427891	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s3272p71041	s3272p71041	7	15.443623	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s3272p66750	s3272p66750	7	15.447919	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s3272p65901	s3272p65901	7	15.448768	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_15388016_15399410-GENE_ScYP8k34HRSCAF13ch7_15454602_15478728	1.25262826713723	high
s3272p54945	s3272p54945	7	15.459816	intron_variant	b1_b1_g43069	1.25262826713723	high
s3272p53297	s3272p53297	7	15.461464	intron_variant	b1_b1_g43069	1.25262826713723	high
s3272p47198	s3272p47198	7	15.467562	intron_variant	b1_b1_g43069	1.25262826713723	high
s3272p42340	s3272p42340	7	15.47242	intron_variant	b1_b1_g43069	1.25262826713723	high
s3272p29745	s3272p29745	7	15.48498	intron_variant	b1_b1_g43071	1.25262826713723	high
s3272p25448	s3272p25448	7	15.489277	intron_variant	b1_b1_g43071	1.25262826713723	high
s3272p24949	s3272p24949	7	15.489777	synonymous_variant	b1_b1_g43071	1.25262826713723	high
s3272p14412	s3272p14412	7	15.500241	upstream_gene_variant	b1_b1_g43071	0.913420837794341	low
s3272p11186	s3272p11186	7	15.503454	upstream_gene_variant	b1_b1_g43073	0.913420837794341	low
s3272p7791	s3272p7791	7	15.506899	upstream_gene_variant	b2_b2_g6233	0.913420837794341	low
s3272p7580	s3272p7580	7	15.50711	upstream_gene_variant	b2_b2_g6233	0.913420837794341	low
s3272p2582	s3272p2582	7	15.512166	missense_variant	b2_b2_g6233	0.913420837794341	low
s695p295751	s695p295751	7	15.53264	upstream_gene_variant	b2_b2_g6236	0.913420837794341	low
s695p266425	s695p266425	7	15.562085	synonymous_variant	b1_b1_g43083	0.913420837794341	low
s695p264159	s695p264159	7	15.564351	upstream_gene_variant	b1_b1_g43085	0.913420837794341	low
s695p256611	s695p256611	7	15.572032	missense_variant	b1_b1_g43085	0.913420837794341	low
s695p256440	s695p256440	7	15.572203	missense_variant	b1_b1_g43085	0.913420837794341	low
s695p233917	s695p233917	7	15.5948	upstream_gene_variant	b2_b2_g6250	0.913420837794341	low
s695p230394	s695p230394	7	15.598323	downstream_gene_variant	b1_b1_g43094	0.913420837794341	low
s695p171528	s695p171528	7	15.656066	missense_variant	b1_b1_g43096	0.913420837794341	low
s695p167406	s695p167406	7	15.660088	downstream_gene_variant	b1_b1_g43096	0.913420837794341	low
s695p156416	s695p156416	7	15.671078	missense_variant	b1_b1_g43098	0.913420837794341	low
s695p117977	s695p117977	7	15.709668	intron_variant	b1_b1_g43102	0.913420837794341	low
s695p85299	s695p85299	7	15.7424	upstream_gene_variant	b1_b1_g43106	0.913420837794341	low
s1211p32687	s1211p32687	7	15.864028	intron_variant	b1_b1_g43122	0.913420837794341	low
s1211p62913	s1211p62913	7	15.894248	upstream_gene_variant	b1_b1_g43125	0.913420837794341	low
s1211p79190	s1211p79190	7	15.910563	intron_variant	b2_b2_g6286	0.913420837794341	low
s1211p97337	s1211p97337	7	15.92906	upstream_gene_variant	b2_b2_g6286	0.913420837794341	low
s1211p98963	s1211p98963	7	15.930765	upstream_gene_variant	b2_b2_g6286	0.913420837794341	low
s1211p117528	s1211p117528	7	15.949484	downstream_gene_variant	b2_b2_g6288	0.913420837794341	low
s1211p122673	s1211p122673	7	15.954558	intron_variant	b1_b1_g43133	0.913420837794341	low
s1211p166766	s1211p166766	7	15.9987	downstream_gene_variant	b1_b1_g43136	0.913420837794341	low
s1211p186335	s1211p186335	7	16.018122	upstream_gene_variant	b1_b1_g43139	0.913420837794341	low
s1211p187196	s1211p187196	7	16.018983	upstream_gene_variant	b1_b1_g43139	0.913420837794341	low
s1211p194672	s1211p194672	7	16.026459	upstream_gene_variant	b1_b1_g43142	0.913420837794341	low
s393p404684	s393p404684	7	16.061705	downstream_gene_variant	b1_b1_g43149	0.913420837794341	low
s393p397279	s393p397279	7	16.069026	intron_variant	b1_b1_g43149	0.913420837794341	low
s393p380592	s393p380592	7	16.085851	upstream_gene_variant	b1_b1_g43152	0.913420837794341	low
s393p375585	s393p375585	7	16.090857	upstream_gene_variant	b2_b2_g6312	0.913420837794341	low
s393p369660	s393p369660	7	16.09686	downstream_gene_variant	b1_b1_g43152	0.913420837794341	low
s393p349077	s393p349077	7	16.117499	intron_variant	b2_b2_g6318	0.913420837794341	low
s393p341675	s393p341675	7	16.124901	missense_variant	b2_b2_g6318	0.913420837794341	low
s393p301206	s393p301206	7	16.165341	intron_variant	b2_b2_g6326	0.913420837794341	low
s393p288686	s393p288686	7	16.177747	intron_variant	b1_b1_g43162	0.913420837794341	low
s393p281588	s393p281588	7	16.184903	upstream_gene_variant	b2_b2_g6328	0.913420837794341	low
s393p264432	s393p264432	7	16.202165	intron_variant	b2_b2_g6332	0.913420837794341	low
s393p256199	s393p256199	7	16.210489	upstream_gene_variant	b2_b2_g6335	0.913420837794341	low
s393p253392	s393p253392	7	16.213296	intron_variant	b2_b2_g6335	0.913420837794341	low
s393p248631	s393p248631	7	16.218057	downstream_gene_variant	b2_b2_g6335	0.913420837794341	low
s393p248035	s393p248035	7	16.218653	downstream_gene_variant	b2_b2_g6335	0.913420837794341	low
s393p230650	s393p230650	7	16.236336	downstream_gene_variant	b1_b1_g43175	0.913420837794341	low
s393p225060	s393p225060	7	16.24189	missense_variant	b1_b1_g43176	0.913420837794341	low
s4520p28167	s4520p28167	7	16.49877	missense_variant	b1_b1_g43193	0.913420837794341	low
s2438p107141	s2438p107141	7	16.626209	intron_variant	b1_b1_g43197	1.40027237189143	high
s276p223567	s276p223567	7	17.578762	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_17412734_17415793-GENE_ScYP8k34HRSCAF13ch7_17830388_17832628	1.16482764963609	low
s276p348498	s276p348498	7	17.703573	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_17412734_17415793-GENE_ScYP8k34HRSCAF13ch7_17830388_17832628	1.16482764963609	low
s276p442025	s276p442025	7	17.79545	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_17412734_17415793-GENE_ScYP8k34HRSCAF13ch7_17830388_17832628	1.16482764963609	low
s4599p32863	s4599p32863	7	17.929282	downstream_gene_variant	b2_b2_g6386	1.16482764963609	low
s124p517662	s124p517662	7	19.594986	intron_variant	b2_b2_g6435	0.453805300006722	very low
s963p206172	s963p206172	7	21.274807	downstream_gene_variant	b1_b1_g43324	0.453805300006719	very low
s182p59626	s182p59626	7	21.571924	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_21549058_21562403-GENE_ScYP8k34HRSCAF13ch7_21578709_21582204	0.494744066917858	very low
s655p215343	s655p215343	7	22.444247	downstream_gene_variant	b1_b1_g43387	0.494744066917858	very low
s655p306931	s655p306931	7	22.535767	intron_variant	b1_b1_g43401	0.593180826242543	very low
s2063p38522	s2063p38522	7	23.926456	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_23785274_23839378-GENE_ScYP8k34HRSCAF13ch7_23948252_23949124	0.593180826242545	very low
s389p434627	s389p434627	7	24.578034	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_24561330_24570885-GENE_ScYP8k34HRSCAF13ch7_24616288_24656238	0.510409875154614	very low
s1342p31878	s1342p31878	7	24.616253	upstream_gene_variant	b1_b1_g43464	0.510409875154614	very low
s1342p42396	s1342p42396	7	24.626914	intron_variant	b1_b1_g43464	0.510409875154614	very low
s1342p86041	s1342p86041	7	24.670731	intron_variant	b1_b1_g43465	0.510409875154614	very low
s7097p13074	s7097p13074	7	24.798349	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_24742335_24781511-GENE_ScYP8k34HRSCAF13ch7_24958046_25022855	0.510409875154614	very low
s67p357000	s67p357000	7	25.168898	upstream_gene_variant	b1_b1_g43477	0.510409875154614	very low
s67p874460	s67p874460	7	25.688611	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_25673494_25683339-GENE_ScYP8k34HRSCAF13ch7_25735497_25743677	0.346430899983329	very low
s381p130778	s381p130778	7	26.151111	downstream_gene_variant	b1_b1_g43495	0.346430899983329	very low
s381p130909	s381p130909	7	26.151242	downstream_gene_variant	b1_b1_g43495	0.346430899983329	very low
s381p175045	s381p175045	7	26.195512	intron_variant	b1_b1_g43500	0.346430899983329	very low
s262p393837	s262p393837	7	26.635157	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_26624180_26626563-GENE_ScYP8k34HRSCAF13ch7_26644216_26654632	0.718783422709743	low
s262p385097	s262p385097	7	26.643903	downstream_gene_variant	b2_b2_g6712	0.718783422709743	low
s262p306404	s262p306404	7	26.72256	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_26688299_26698149-GENE_ScYP8k34HRSCAF13ch7_26731089_26750948	0.718783422709743	low
s262p294853	s262p294853	7	26.734111	intron_variant	b2_b2_g6718	0.718783422709743	low
s262p159166	s262p159166	7	26.86978	downstream_gene_variant	b1_b1_g43532	0.718783422709743	low
s3149p34407	s3149p34407	7	27.196852	upstream_gene_variant	b1_b1_g43539	0.718783422709743	low
s2364p60609	s2364p60609	7	27.287452	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_27242781_27247966-GENE_ScYP8k34HRSCAF13ch7_27319158_27321619	0.718783422709743	low
s1940p1775	s1940p1775	7	27.353655	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_27326363_27342025-GENE_ScYP8k34HRSCAF13ch7_27395121_27396216	0.718783422709743	low
s1940p105325	s1940p105325	7	27.455638	intron_variant	b2_b2_g6750	0.718783422709743	low
s2741p7540	s2741p7540	7	27.823733	intron_variant	b2_b2_g6776	1.45514345000231	high
s397p13145	s397p13145	7	28.137273	intron_variant	b1_b1_g43577	1.45514345000231	high
s397p18356	s397p18356	7	28.142484	intron_variant	b1_b1_g43577	1.45514345000231	high
s397p87208	s397p87208	7	28.210229	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_28196684_28199735-GENE_ScYP8k34HRSCAF13ch7_28445825_28446139	1.45514345000231	high
s397p91307	s397p91307	7	28.214328	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_28196684_28199735-GENE_ScYP8k34HRSCAF13ch7_28445825_28446139	1.45514345000231	high
s397p182949	s397p182949	7	28.305811	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_28196684_28199735-GENE_ScYP8k34HRSCAF13ch7_28445825_28446139	1.45514345000231	high
s397p195737	s397p195737	7	28.318598	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_28196684_28199735-GENE_ScYP8k34HRSCAF13ch7_28445825_28446139	1.45514345000231	high
s1872p132201	s1872p132201	7	28.560508	intron_variant	b1_b1_g43590	0.871529212222481	low
s1872p130885	s1872p130885	7	28.561824	intron_variant	b1_b1_g43590	0.871529212222481	low
s1872p129873	s1872p129873	7	28.562836	intron_variant	b1_b1_g43590	0.871529212222481	low
s1542p20468	s1542p20468	7	29.213815	intron_variant	b1_b1_g43618	0.871529212222481	low
s1542p20303	s1542p20303	7	29.21398	intron_variant	b1_b1_g43618	0.871529212222481	low
s6062p8518	s6062p8518	7	29.564914	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29493578_29512520-GENE_ScYP8k34HRSCAF13ch7_29600060_29604429	1.00550436517596	low
s2009p39955	s2009p39955	7	30.006032	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s2009p124737	s2009p124737	7	30.090662	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s2291p92763	s2291p92763	7	30.122674	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s2291p91974	s2291p91974	7	30.123463	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s2291p91873	s2291p91873	7	30.123564	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s2291p89172	s2291p89172	7	30.126265	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_29910288_29912322-GENE_ScYP8k34HRSCAF13ch7_30200443_30200772	1.00550436517596	low
s1415p160853	s1415p160853	7	30.284522	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30200443_30200772-GENE_ScYP8k34HRSCAF13ch7_30636278_30637582	1.00550436517596	low
s1415p102234	s1415p102234	7	30.342619	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30200443_30200772-GENE_ScYP8k34HRSCAF13ch7_30636278_30637582	1.00550436517596	low
s3011p71855	s3011p71855	7	30.465163	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30200443_30200772-GENE_ScYP8k34HRSCAF13ch7_30636278_30637582	1.00550436517596	low
s3079p74499	s3079p74499	7	30.618856	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30200443_30200772-GENE_ScYP8k34HRSCAF13ch7_30636278_30637582	1.55994042329718	high
s1202p76871	s1202p76871	7	30.756394	intron_variant	b1_b1_g43645	1.55994042329718	high
s1202p64893	s1202p64893	7	30.768353	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30710748_30760933-GENE_ScYP8k34HRSCAF13ch7_30776799_30785115	1.55994042329718	high
s1202p61314	s1202p61314	7	30.771932	downstream_gene_variant	b2_b2_g6845	1.55994042329718	high
s1202p2709	s1202p2709	7	30.829882	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_30799159_30799983-GENE_ScYP8k34HRSCAF13ch7_30845443_30859834	1.55994042329718	high
s1993p10286	s1993p10286	7	30.967615	intron_variant	b1_b1_g43657	1.55994042329718	high
s275p152612	s275p152612	7	31.134005	upstream_gene_variant	b1_b1_g43661	1.55994042329718	high
s275p238373	s275p238373	7	31.219273	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_31143878_31187638-GENE_ScYP8k34HRSCAF13ch7_31237674_31255659	1.55994042329718	high
s275p282416	s275p282416	7	31.263386	upstream_gene_variant	b2_b2_g6870	1.55994042329718	high
s275p286594	s275p286594	7	31.267564	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_31259818_31260018-GENE_ScYP8k34HRSCAF13ch7_31281869_31283853	1.55994042329718	high
s275p335254	s275p335254	7	31.314133	intron_variant	b1_b1_g43674	1.55994042329718	high
s299p280723	s299p280723	7	31.852263	upstream_gene_variant	b1_b1_g43694	1.56058995070473	high
s299p432957	s299p432957	7	32.003715	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_31926776_31929587-GENE_ScYP8k34HRSCAF13ch7_32012118_32095568	1.56058995070473	high
s3070p45997	s3070p45997	7	32.216018	downstream_gene_variant	b2_b2_g6899	1.56058995070473	high
s1072p192525	s1072p192525	7	32.72342	upstream_gene_variant	b2_b2_g6908	1.89747509323827	high
s2577p11553	s2577p11553	7	33.659743	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_33424667_33424888-GENE_ScYP8k34HRSCAF13ch7_33775838_33818167	2.14068497585604	high
s4196p20846	s4196p20846	7	33.734008	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_33424667_33424888-GENE_ScYP8k34HRSCAF13ch7_33775838_33818167	2.14068497585604	high
s2710p23248	s2710p23248	7	34.142672	intron_variant	b1_b1_g43732	2.14068497585604	high
s993p112435	s993p112435	7	34.437871	intron_variant	b1_b1_g43738	2.14068497585604	high
s20p588990	s20p588990	7	35.412689	intron_variant	b1_b1_g43763	2.14068497585604	high
s20p877016	s20p877016	7	35.700745	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_35676544_35691072-GENE_ScYP8k34HRSCAF13ch7_35871444_35871656	2.91656358656192	very high
s20p1111370	s20p1111370	7	35.935118	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_35895671_35900196-GENE_ScYP8k34HRSCAF13ch7_35967533_35971796	2.91656358656192	very high
s20p1304477	s20p1304477	7	36.128198	intron_variant	b1_b1_g43788	2.91656358656192	very high
s20p1314069	s20p1314069	7	36.137793	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36106348_36130481-GENE_ScYP8k34HRSCAF13ch7_36156615_36211939	2.91656358656192	very high
s20p1388433	s20p1388433	7	36.212154	downstream_gene_variant	b1_b1_g43791	2.91656358656192	very high
s20p1702166	s20p1702166	7	36.525829	upstream_gene_variant	b2_b2_g6990	3.64670001993177	very high
s20p1828631	s20p1828631	7	36.652357	intron_variant	b1_b1_g43803	3.64670001993177	very high
s20p1891220	s20p1891220	7	36.715159	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36644842_36681894-GENE_ScYP8k34HRSCAF13ch7_36747550_36747930	3.64670001993177	very high
s20p1910834	s20p1910834	7	36.734774	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36644842_36681894-GENE_ScYP8k34HRSCAF13ch7_36747550_36747930	3.64670001993177	very high
s20p2051389	s20p2051389	7	36.875351	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36770921_36836884-GENE_ScYP8k34HRSCAF13ch7_36943078_36959280	3.64670001993177	very high
s20p2100147	s20p2100147	7	36.924318	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36770921_36836884-GENE_ScYP8k34HRSCAF13ch7_36943078_36959280	3.64670001993177	very high
s20p2100253	s20p2100253	7	36.924424	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_36770921_36836884-GENE_ScYP8k34HRSCAF13ch7_36943078_36959280	3.64670001993177	very high
s1298p185740	s1298p185740	7	36.955375	upstream_gene_variant	b2_b2_g7003	3.64670001993177	very high
s1298p185550	s1298p185550	7	36.955565	upstream_gene_variant	b2_b2_g7003	3.64670001993177	very high
s1298p77660	s1298p77660	7	37.063484	intron_variant	b1_b1_g43826	3.64670001993177	very high
s1298p50109	s1298p50109	7	37.091267	upstream_gene_variant	b2_b2_g7014	3.64670001993177	very high
s1298p17422	s1298p17422	7	37.123851	upstream_gene_variant	b1_b1_g43832	3.64670001993177	very high
s7785p3828	s7785p3828	7	37.220824	intron_variant	b1_b1_g43840	3.64670001993177	very high
s7785p3496	s7785p3496	7	37.221156	intron_variant	b1_b1_g43840	3.64670001993177	very high
s7785p766	s7785p766	7	37.223838	intron_variant	b1_b1_g43840	3.64670001993177	very high
s3745p574	s3745p574	7	37.232343	intron_variant	b1_b1_g43840	3.64670001993177	very high
s3745p23592	s3745p23592	7	37.255181	upstream_gene_variant	b2_b2_g7025	3.64670001993177	very high
s5869p6017	s5869p6017	7	37.302103	intron_variant	b1_b1_g43845	3.64670001993177	very high
s5869p13338	s5869p13338	7	37.309423	intron_variant	b1_b1_g43845	3.64670001993177	very high
s4392p9044	s4392p9044	7	37.334506	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_37320290_37325883-GENE_ScYP8k34HRSCAF13ch7_37366224_37377945	3.64670001993177	very high
s6377p4187	s6377p4187	7	37.467731	downstream_gene_variant	b1_b1_g43855	3.64670001993177	very high
s6377p3959	s6377p3959	7	37.467959	downstream_gene_variant	b1_b1_g43855	3.64670001993177	very high
s5860p24153	s5860p24153	7	37.480179	upstream_gene_variant	b1_b1_g43855	3.64670001993177	very high
s5860p2703	s5860p2703	7	37.501561	upstream_gene_variant	b2_b2_g7034	6.4150290512717	very high
s3499p59200	s3499p59200	7	37.846299	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_37835331_37835841-GENE_ScYP8k34HRSCAF13ch7_37855376_37871148	6.4150290512717	very high
s9905p1514	s9905p1514	7	37.859595	intron_variant	b1_b1_g43882	6.4150290512717	very high
s1865p118952	s1865p118952	7	38.044194	intron_variant	b1_b1_g43888	6.4150290512717	very high
s1865p120533	s1865p120533	7	38.045775	intron_variant	b1_b1_g43888	6.4150290512717	very high
s6219p21739	s6219p21739	7	38.074508	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38035614_38049154-GENE_ScYP8k34HRSCAF13ch7_38081081_38092502	6.4150290512717	very high
s6219p20337	s6219p20337	7	38.07591	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38035614_38049154-GENE_ScYP8k34HRSCAF13ch7_38081081_38092502	6.4150290512717	very high
s4592p27804	s4592p27804	7	38.167226	intergenic_region	GENE_ScYP8k34HRSCAF13ch7_38148442_38148720-GENE_ScYP8k34HRSCAF13ch7_38214075_38230971	6.4150290512717	very high
s3913p34382	s3913p34382	7	38.245306	upstream_gene_variant	b1_b1_g43902	6.4150290512717	very high
s3913p34504	s3913p34504	7	38.245428	downstream_gene_variant	b2_b2_g7073	6.4150290512717	very high
